,Unnamed: 0,az_start,data_type,fch1,foff,ibeam,machine_id,nbeams,nbits,nchans,nifs,rawdatafile,source_name,src_dej,src_raj,telescope_id,tsamp,tstart,za_start,fname
91,91,0.0,1,8438.96484375,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,52d13m52.32s,14h11m22.104s,6,18.253611007999986,58921.3340162037,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_28859_3C295_0007.rawspec.0000.fil
92,92,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,1.0737418239999998,58616.45375,0.0,spliced_blc4041424344454647_guppi_58616_39204_PSR_B0355+54_0141.gpuspec.0002.fil
93,93,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d11m19.68s,14h11m11.232s,6,18.253611008,58702.20473379629,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_17689_3C295_0023.gpuspec.0000.fil
94,94,0.0,1,3151.28173828125,-0.3662109375,0.0,10,0.0,8,4096,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58616.45375,0.0,spliced_blc4041424344454647_guppi_58616_39204_PSR_B0355+54_0141.gpuspec.8.0001.fil
95,95,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0355+54,54d13m10.2s,3h58m53.664s,6,18.253611008,58806.082430555565,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_07122_PSR_B0355+54_0010.gpuspec.0000.fil
96,96,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C147,49d51m06.48s,5h42m36.072s,6,18.253611008,58779.15831018519,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13678_3C147_0008.gpuspec.0000.fil
97,97,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C286,31d30m33.12s,13h31m08.256s,6,0.0003495253333333333,58734.934618055566,0.0,spliced_blc00010203040506o7o0111213141516o7o0212223242526o7o031323334353637_guppi_58734_80751_3C286_0138.gpuspec.0001.fil
98,98,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C147,49d51m06.48s,5h42m36.072s,6,1.0737418239999998,58779.15831018519,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13678_3C147_0008.gpuspec.0002.fil
99,99,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C286,31d30m33.12s,13h31m08.256s,6,1.0737418239999998,58734.934618055566,0.0,spliced_blc00010203040506o7o0111213141516o7o0212223242526o7o031323334353637_guppi_58734_80751_3C286_0138.gpuspec.0002.fil
100,100,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,3C48,33d09m21.6s,1h37m36.984s,6,18.253611008,58703.477523148154,0.0,spliced_blc0001020304050607_guppi_58703_41258_3C48_0006.gpuspec.0000.fil
101,101,0.0,1,8438.96484375,-0.3662109375,,20,,32,13312,1,,3C295,52d13m52.32s,14h11m22.104s,6,0.000349525333333333,58921.3340162037,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_28859_3C295_0007.rawspec.0001.fil
102,102,0.0,1,8438.96484375,-0.00286102294921875,,20,,32,1703936,1,,3C295,52d13m52.32s,14h11m22.104s,6,1.073741823999999,58921.3340162037,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_28859_3C295_0007.rawspec.0002.fil
103,103,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C295,53d11m19.68s,14h11m11.232s,6,0.0003495253333333333,58702.20473379629,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_17689_3C295_0023.gpuspec.0001.fil
104,104,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C147,49d51m07.2s,5h42m36.048s,6,18.253611008,58595.17391203704,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15026_3C147_0014.gpuspec.0000.fil
105,105,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d11m19.68s,14h11m11.232s,6,1.0737418239999998,58702.20473379629,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_17689_3C295_0023.gpuspec.0002.fil
106,106,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C147,49d51m07.2s,5h42m36.048s,6,1.0737418239999998,58595.17391203704,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15026_3C147_0014.gpuspec.0002.fil
107,107,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C147,49d51m07.2s,5h42m36.048s,6,0.0003495253333333333,58595.17391203704,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15026_3C147_0014.gpuspec.8.0001.fil
108,108,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58692.77783564816,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.0001.fil
109,109,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,1.0737418239999998,58692.77783564816,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.0002.fil
110,110,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C286,30d30m41.76s,13h31m08.784s,6,18.253611008,58616.018530092595,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01601_3C286_0018.gpuspec.0000.fil
111,111,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,0.0003495253333333333,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.0001.fil
112,112,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B0355+54,54d13m14.16s,3h58m53.616s,6,0.0003495253333333333,58692.77783564816,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67205_PSR_B0355+54_0048.gpuspec.8.0001.fil
113,113,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,1.0737418239999998,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.0002.fil
114,114,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,PSR_B0355+54,54d13m10.2s,3h58m53.664s,6,0.0003495253333333333,58806.082430555565,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_07122_PSR_B0355+54_0010.gpuspec.0001.fil
115,115,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,PSR_B0355+54,54d13m10.2s,3h58m53.664s,6,1.0737418239999998,58806.082430555565,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_07122_PSR_B0355+54_0010.gpuspec.0002.fil
116,116,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C147,50d50m36.6s,5h42m44.04s,6,18.253611008,58779.15998842593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13823_3C147_0009.gpuspec.0000.fil
117,117,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C147,50d50m36.6s,5h42m44.04s,6,1.0737418239999998,58779.15998842593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13823_3C147_0009.gpuspec.0002.fil
118,118,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m56.52s,20h23m00.576s,6,18.253611008,58733.96974537037,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58733_83786_PSR_B2021+51_0137.gpuspec.0000.fil
119,119,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,3C286,30d30m41.76s,13h31m08.784s,6,0.0003495253333333333,58616.018530092595,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01601_3C286_0018.gpuspec.0001.fil
120,120,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C286,30d30m41.76s,13h31m08.784s,6,1.0737418239999998,58616.018530092595,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01601_3C286_0018.gpuspec.0002.fil
121,121,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B1133+16,15d51m07.2s,11h36m02.208s,6,0.0003495253333333333,58642.03603009259,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_03113_PSR_B1133+16_0015.gpuspec.8.0001.fil
122,122,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C147,50d50m36.6s,5h42m44.04s,6,0.0003495253333333333,58779.15998842593,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13823_3C147_0009.gpuspec.8.0001.fil
123,123,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C147,50d48m55.44s,5h42m30.264s,6,18.253611008,58595.17549768519,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15163_3C147_0015.gpuspec.0000.fil
124,124,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C147,50d48m55.44s,5h42m30.264s,6,1.0737418239999998,58595.17549768519,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15163_3C147_0015.gpuspec.0002.fil
125,125,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,PSR_B0355+54,54d13m10.2s,3h58m53.664s,6,0.0003495253333333333,58806.082430555565,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_07122_PSR_B0355+54_0010.gpuspec.8.0001.fil
126,126,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C147,50d48m55.44s,5h42m30.264s,6,0.0003495253333333333,58595.17549768519,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15163_3C147_0015.gpuspec.8.0001.fil
127,127,0.0,1,8438.96484375,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d11m01.32s,14h11m22.296s,6,18.253611007999986,58921.33561342593,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_28997_3C295_0008.rawspec.0000.fil
128,128,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,52d17m26.88s,14h11m17.472s,6,18.253611008,58702.252129629625,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_21784_3C295_0039.gpuspec.0000.fil
129,129,0.0,1,8438.96484375,-0.3662109375,,20,,32,13312,1,,3C295,53d11m01.32s,14h11m22.296s,6,0.000349525333333333,58921.33561342593,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_28997_3C295_0008.rawspec.0001.fil
130,130,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C295,52d17m26.88s,14h11m17.472s,6,0.0003495253333333333,58702.252129629625,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_21784_3C295_0039.gpuspec.0001.fil
131,131,0.0,1,8438.96484375,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d11m01.32s,14h11m22.296s,6,1.073741823999999,58921.33561342593,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_28997_3C295_0008.rawspec.0002.fil
132,132,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C147,49d51m06.12s,5h42m36.048s,6,18.253611008,58692.78665509259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67967_3C147_0049.gpuspec.0000.fil
133,133,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0950+08,7d55m35.4s,9h53m09.216s,6,18.253611008,58595.17877314815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58595_15446_PSR_B0950+08_0016.gpuspec.0000.fil
134,134,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C147,49d51m06.12s,5h42m36.048s,6,1.0737418239999998,58692.78665509259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67967_3C147_0049.gpuspec.0002.fil
135,135,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C286,31d29m17.88s,13h31m17.088s,6,18.253611008,58616.02016203704,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01742_3C286_0019.gpuspec.0000.fil
136,136,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C147,50d51m07.2s,5h42m36.048s,6,18.253611008,58779.16150462963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13954_3C147_0010.gpuspec.0000.fil
137,137,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C147,50d51m07.2s,5h42m36.048s,6,1.0737418239999998,58779.16150462963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13954_3C147_0010.gpuspec.0002.fil
138,138,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,3C147,49d51m06.12s,5h42m36.048s,6,0.0003495253333333333,58692.78665509259,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_67967_3C147_0049.gpuspec.8.0001.fil
139,139,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C147,50d51m07.2s,5h42m36.048s,6,0.0003495253333333333,58779.16150462963,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_13954_3C147_0010.gpuspec.8.0001.fil
140,140,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C196,48d13m02.28s,8h13m36.048s,6,18.253611008,58806.193194444444,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16692_3C196_0037.gpuspec.0000.fil
141,141,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C196,48d13m02.28s,8h13m36.048s,6,1.0737418239999998,58806.193194444444,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16692_3C196_0037.gpuspec.0002.fil
142,142,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,52d12m30.24s,14h11m27.312s,6,18.253611008,58642.300983796296,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26005_3C295_0088.gpuspec.0000.fil
143,143,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C196,48d13m02.28s,8h13m36.048s,6,0.0003495253333333333,58806.193194444444,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16692_3C196_0037.gpuspec.8.0001.fil
144,144,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d54m56.52s,20h23m00.576s,6,0.0003495253333333333,58733.96974537037,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58733_83786_PSR_B2021+51_0137.gpuspec.0001.fil
145,145,0.0,1,11251.28173828125,-0.3662109375,,20,,32,10240,1,,3C286,31d29m17.88s,13h31m17.088s,6,0.0003495253333333333,58616.02016203704,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01742_3C286_0019.gpuspec.0001.fil
146,146,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d54m56.52s,20h23m00.576s,6,1.0737418239999998,58733.96974537037,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58733_83786_PSR_B2021+51_0137.gpuspec.0002.fil
147,147,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C286,31d29m17.88s,13h31m17.088s,6,1.0737418239999998,58616.02016203704,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58616_01742_3C286_0019.gpuspec.0002.fil
148,148,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,PSR_B2021+51,51d54m56.52s,20h23m00.576s,6,0.0003495253333333333,58733.96974537037,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58733_83786_PSR_B2021+51_0137.gpuspec.8.0001.fil
149,149,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C295,52d12m30.24s,14h11m27.312s,6,0.0003495253333333333,58642.300983796296,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26005_3C295_0088.gpuspec.0001.fil
150,150,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C295,52d12m30.24s,14h11m27.312s,6,1.0737418239999998,58642.300983796296,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26005_3C295_0088.gpuspec.0002.fil
151,151,0.0,1,8438.96484375,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d12m09s,14h11m20.688s,6,18.253611007999986,58921.33710648147,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_29126_3C295_0009.rawspec.0000.fil
152,152,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d11m30.84s,14h11m16.224s,6,18.253611008,58702.25371527777,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_21921_3C295_0040.gpuspec.0000.fil
153,153,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C196,49d12m48.6s,8h13m42.312s,6,18.253611008,58806.194814814815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16832_3C196_0038.gpuspec.0000.fil
154,154,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,18.253611008,58734.9462037037,0.0,spliced_blc00010203040506o7o0111213141516o7o0212223242526o7o031323334353637_guppi_58734_81752_PSR_B2021+51_0145.gpuspec.0000.fil
155,155,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,30d30m48.6s,13h31m06.912s,6,0.0003495253333333333,58743.904976851845,0.0,spliced_blc4041424344454647_guppi_58743_78190_3C286_0006.gpuspec.0001.fil
156,156,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,3C286,30d30m48.6s,13h31m06.912s,6,1.0737418239999998,58743.904976851845,0.0,spliced_blc4041424344454647_guppi_58743_78190_3C286_0006.gpuspec.0002.fil
157,157,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C147,50d50m46.68s,5h42m30.888s,6,18.253611008,58692.78827546296,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_68107_3C147_0050.gpuspec.0000.fil
158,158,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C196,49d12m48.6s,8h13m42.312s,6,1.0737418239999998,58806.194814814815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16832_3C196_0038.gpuspec.0002.fil
159,159,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C147,50d50m46.68s,5h42m30.888s,6,1.0737418239999998,58692.78827546296,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_68107_3C147_0050.gpuspec.0002.fil
160,160,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C196,49d12m48.6s,8h13m42.312s,6,0.0003495253333333333,58806.194814814815,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16832_3C196_0038.gpuspec.8.0001.fil
161,161,0.0,1,8438.78173828125,-0.3662109375,0.0,10,0.0,8,13312,1,,3C147,50d50m46.68s,5h42m30.888s,6,0.0003495253333333333,58692.78827546296,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_68107_3C147_0050.gpuspec.8.0001.fil
162,162,0.0,1,8438.96484375,-0.3662109375,,20,,32,13312,1,,3C295,53d12m09s,14h11m20.688s,6,0.000349525333333333,58921.33710648147,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_29126_3C295_0009.rawspec.0001.fil
163,163,0.0,1,8438.96484375,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d12m09s,14h11m20.688s,6,1.073741823999999,58921.33710648147,0.0,spliced_blc10111213141516o7o0212223242526o7o03132343536o7o041424344454647_guppi_58921_29126_3C295_0009.rawspec.0002.fil
164,164,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C286,30d30m32.76s,13h31m08.208s,6,18.253611008,58733.95547453704,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58733_82553_3C286_0128.gpuspec.0000.fil
165,165,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,3C295,53d11m30.84s,14h11m16.224s,6,0.0003495253333333333,58702.25371527777,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_21921_3C295_0040.gpuspec.0001.fil
166,166,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d11m30.84s,14h11m16.224s,6,1.0737418239999998,58702.25371527777,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58702_21921_3C295_0040.gpuspec.0002.fil
167,167,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C295,53d11m08.88s,14h11m11.664s,6,18.253611008,58532.66394675926,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58532_57365_3C295_0008.gpuspec.0000.fil
168,168,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,31d30m06.48s,13h31m05.568s,6,0.0003495253333333333,58743.906608796286,0.0,spliced_blc4041424344454647_guppi_58743_78331_3C286_0007.gpuspec.0001.fil
169,169,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,3C286,31d30m06.48s,13h31m05.568s,6,1.0737418239999998,58743.906608796286,0.0,spliced_blc4041424344454647_guppi_58743_78331_3C286_0007.gpuspec.0002.fil
170,170,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C295,53d10m23.16s,14h11m10.2s,6,18.253611008,58642.30260416668,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26145_3C295_0089.gpuspec.0000.fil
171,171,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,3C286,31d30m33.12s,13h31m08.256s,6,18.253611008,58743.908101851855,0.0,spliced_blc4041424344454647_guppi_58743_78460_3C286_0008.gpuspec.0000.fil
172,172,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,3C196,49d13m02.28s,8h13m35.952s,6,18.253611008,58806.196319444454,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16962_3C196_0039.gpuspec.0000.fil
173,173,0.0,1,11251.463413238524,-0.00286102294921875,,20,,32,1310720,1,,3C196,49d13m02.28s,8h13m35.952s,6,1.0737418239999998,58806.196319444454,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16962_3C196_0039.gpuspec.0002.fil
174,174,0.0,1,3151.28173828125,-0.3662109375,,20,,32,4096,1,,3C286,31d30m33.12s,13h31m08.256s,6,0.0003495253333333333,58743.908101851855,0.0,spliced_blc4041424344454647_guppi_58743_78460_3C286_0008.gpuspec.0001.fil
175,175,0.0,1,3151.463413238525,-0.00286102294921875,,20,,32,524288,1,,3C286,31d30m33.12s,13h31m08.256s,6,1.0737418239999998,58743.908101851855,0.0,spliced_blc4041424344454647_guppi_58743_78460_3C286_0008.gpuspec.0002.fil
176,176,0.0,1,3151.4648423530157,-2.7939677238464355e-06,,20,,32,536870912,1,,PSR_B1133+16,19d20m26.16s,12h49m38.448s,6,18.253611008,58538.308993055565,0.0,spliced_blc4041424344454647_guppi_58538_26697_PSR_B1133+16_0007.gpuspec.0000.fil
177,177,0.0,1,11251.28173828125,-0.3662109375,0.0,10,0.0,8,10240,1,,3C196,49d13m02.28s,8h13m35.952s,6,0.0003495253333333333,58806.196319444454,0.0,spliced_blc00010203040506o7o0111213141516o7o021222324252627_guppi_58806_16962_3C196_0039.gpuspec.8.0001.fil
178,178,0.0,1,8438.78173828125,-0.3662109375,,20,,32,13312,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,0.0003495253333333333,58734.9462037037,0.0,spliced_blc00010203040506o7o0111213141516o7o0212223242526o7o031323334353637_guppi_58734_81752_PSR_B2021+51_0145.gpuspec.0001.fil
179,179,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,PSR_B2021+51,51d54m53.28s,20h22m54.744s,6,1.0737418239999998,58734.9462037037,0.0,spliced_blc00010203040506o7o0111213141516o7o0212223242526o7o031323334353637_guppi_58734_81752_PSR_B2021+51_0145.gpuspec.0002.fil
180,180,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C295,53d10m23.16s,14h11m10.2s,6,1.0737418239999998,58642.30260416668,0.0,spliced_blc30313233343536o7o0414243444546o7o0515253545556o7o061626364656667_guppi_58642_26145_3C295_0089.gpuspec.0002.fil
181,181,0.0,1,11251.464842353014,-2.7939677238464355e-06,,20,,32,1342177280,1,,PSR_B0355+54,54d13m12s,3h58m53.64s,6,18.253611008,58779.163819444446,0.0,spliced_blc40414243444546o7o0515253545556o7o061626364656667_guppi_58779_14154_PSR_B0355+54_0011.gpuspec.0000.fil
182,182,0.0,1,8438.964842353016,-2.7939677238464355e-06,,20,,32,1744830464,1,,3C147,49d51m10.08s,5h42m36.024s,6,18.253611008,58692.79215277777,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_68442_3C147_0051.gpuspec.0000.fil
183,183,0.0,1,8438.963413238525,-0.00286102294921875,,20,,32,1703936,1,,3C147,49d51m10.08s,5h42m36.024s,6,1.0737418239999998,58692.79215277777,0.0,spliced_blc40414243444546o7o0515253545556o7o0616263646566o7o071727374757677_guppi_58692_68442_3C147_0051.gpuspec.0002.fil
